ﻢﻋﻼﺟ ﻼﻗﺪﻤﻨﻳ,"ﺪﺒﻟﻮﻣ ﺙﻼﺛ ﺲﻧﻭﺎﺗ ﻲﻓ ﻢﺟﻻ
ﻼﺘﺨﺼﺻ",ﺦﻤﺳ ﺲﻧﻭﺎﺗ,,
"ﺖﻘﻨﻳ ﺍﻸﻃﺭﺎﻓ ﻼﺼﻧﺎﻌﻳﺓ
ﻭﻻﺮﺗﺎﻜﻴﺑ ﺎﻤﻠﻗﻮﻣﺓ","ﺪﺒﻟﻮﻣ ﺙﻼﺛ ﺲﻧﻭﺎﺗ ﻲﻓ ﻢﺟﻻ
ﻼﺘﺨﺼﺻ",ﺦﻤﺳ ﺲﻧﻭﺎﺗ,,
ﺖﻘﻨﻳ ﻎﺴﻴﻟ ﻚﯩﻟ,"ﺪﺒﻟﻮﻣ ﺙﻼﺛ ﺲﻧﻭﺎﺗ ﻲﻓ ﻢﺟﻻ
ﻼﺘﺨﺼﺻ",ﺦﻤﺳ ﺲﻧﻭﺎﺗ,,
ﻒﻨﻳ ﻡﺆﻬﻟ,-,-,"1,400",308
ﻒﻨﻳ ﺖﺧﺪﻳﺭ,"ﺪﺒﻟﻮﻣ ﺙﻼﺛ ﺲﻧﻭﺎﺗ ﻲﻓ ﻢﺟﻻ
ﻼﺘﺨﺼﺻ",ﺲﻧﺓ,,
ﻢﺳﺎﻋﺩ ﺖﻘﻨﻳ ﺲﻤﻌﻳﺎﺗ,"ﺪﺒﻟﻮﻣ ﺙﻼﺛ ﺲﻧﻭﺎﺗ ﻲﻓ ﻢﺟﻻ
ﻼﺘﺨﺼﺻ",ﺲﻧﺓ,,
ﺖﻘﻨﻳ ﺄﺸﻋﺓ,"ﺪﺒﻟﻮﻣ ﺙﻼﺛ ﺲﻧﻭﺎﺗ ﻲﻓ ﻢﺟﻻ
ﻼﺘﺨﺼﺻ",ﺲﻧﺓ,,
ﺖﻘﻨﻳ ﻻﺮﻨﻨﻳ ﺎﻤﻠﻐﻧﺎﻄﻴﻴﺳ,"ﺪﺒﻟﻮﻣ ﺙﻼﺛ ﺲﻧﻭﺎﺗ ﻲﻓ ﻢﺟﻻ
ﻻﺮﻨﻨﻳ ﺎﻤﻠﻐﻧﺎﻄﻴﻴﺳ",ﺲﻧﺓ,,
ﺖﻘﻨﻳ ﻂﺑ ﻥﻭﻮﻳ,"ﺪﺒﻟﻮﻣ ﺙﻼﺛ ﺲﻧﻭﺎﺗ ﻲﻓ ﻢﺟﻻ
ﻼﻄﺑ ﻼﻧﻭﻮﻳ",ﺲﻧﺓ,,
ﻢﻋﻼﺟ ﻮﻈﻴﻔﻳ,"ﺪﺒﻟﻮﻣ ﺙﻼﺛ ﺲﻧﻭﺎﺗ ﻲﻓ ﻢﺟﻻ
ﻼﺘﺨﺼﺻ",ﺲﻧﺓ,,
ﻢﻋﻼﺟ ﻼﻗﺪﻤﻨﻳ,"ﺪﺒﻟﻮﻣ ﺙﻼﺛ ﺲﻧﻭﺎﺗ ﻲﻓ ﻢﺟﻻ
ﻼﺘﺨﺼﺻ",ﺲﻧﺓ,,
"ﺖﻘﻨﻳ ﺍﻸﻃﺭﺎﻓ ﻼﺼﻧﺎﻌﻳﺓ
ﻭﻻﺮﺗﺎﻜﻴﺑ ﺎﻤﻠﻗﻮﻣﺓ","ﺪﺒﻟﻮﻣ ﺙﻼﺛ ﺲﻧﻭﺎﺗ ﻲﻓ ﻢﺟﻻ
ﻼﺘﺨﺼﺻ",ﺦﻤﺳ ﺲﻧﻭﺎﺗ,,
ﺖﻘﻨﻳ ﻎﺴﻴﻟ ﻚﯩﻟ,"ﺪﺒﻟﻮﻣ ﺙﻼﺛ ﺲﻧﻭﺎﺗ ﻲﻓ ﻢﺟﻻ
ﻼﺘﺨﺼﺻ",ﺦﻤﺳ ﺲﻧﻭﺎﺗ,,
ﻢﺳﺎﻋﺩ ﻒﻨﻳ ﺃ,-,-,"1,400",
ﻒﻨﻳ ﺖﺧﺪﻳﺭ,"ﺪﺒﻟﻮﻣ ﺲﻨﺘﻨﻳ ﻲﻓ ﻢﺟﻻ
ﻼﺘﺨﺼﺻ",ﺲﻧﺓ,,
ﻢﺳﺎﻋﺩ ﺖﻘﻨﻳ ﺲﻤﻌﻳﺎﺗ,ﺪﺒﻟﻮﻣ ﻼﻴﻘﻟ ﺲﻨﺘﻨﻳ,ﺲﻧﺓ,,
