ﻂﺒﻴﺑ ﻢﺒﺗﺪﺋ,-,-,"2,600","1,256"
ﻂﺒﻴﺑ ﺎﻤﺘﻳﺍﺯ,-,-,"1,800","1,045"
ﻒﻨﻳ ﻂﺑ ﻢﻣﺍﺮﺳ ﻢﺒﺗﺪﺋ,-,-,"2,200","2,475"
"ﺖﻘﻨﻳ ﺖﺧﺪﻳﺭ ﺎﻤﻠﺴﻤﯨ
ﻼﺳﺎﺒﻗ)ﻒﻨﻳ ﻂﺑ ﻢﺒﺗﺪﺋ(",ﺐﻛﻻﻭﺭﻮﻴﺳ ﺖﺧﺪﻳﺭ,ﺲﻧﺓ,,
"ﺖﻘﻨﻳ ﻊﻠﻣ ﺍﻸﺠﻧﺓ ﺎﻤﻠﺴﻤﯨ
ﻼﺳﺎﺒﻗ)ﻒﻨﻳ ﻂﺑ ﻢﺒﺗﺪﺋ(","ﺐﻛﻻﻭﺮﻳﻮﺳ ﺎﻤﻠﺨﺘﺑﺭﺎﺗ ﺃﻭ
ﻼﻌﻟﻮﻣ ﻼﺘﻄﺒﻴﻘﻳﺓ",ﺲﻧﺓ,,
"ﺖﻘﻨﻳ ﺲﻤﻌﻳﺎﺗ ﺎﻤﻠﺴﻤﯨ
ﻼﺳﺎﺒﻗ)ﻒﻨﻳ ﻂﺑ ﻢﺒﺗﺪﺋ(",ﺐﻛﻻﻭﺮﻳﻮﺳ ﺲﻤﻌﻳﺎﺗ,ﺲﻧﺓ,,
"ﺖﻘﻨﻳ ﻊﻤﻠﻳﺎﺗ ﻼﻘﻠﺑ ﺎﻤﻠﺴﻤﯨ
ﻼﺳﺎﺒﻗ)ﻒﻨﻳ ﻂﺑ ﻢﺒﺗﺪﺋ(","ﺐﻛﻻﻭﺮﻳﻮﺳ ﻊﻟﻮﻣ ﺺﺤﻳﺓ +
ﺩﺭﺎﺳﺎﺗ ﻊﻠﻳﺍ ﺃﻭ ﺪﺒﻟﻮﻣ ﺲﻧﺓ
ﻒﻳ ﻦﻔﺳ ﺎﻤﻠﺟﻻ",ﺲﻧﺓ,,
"ﺖﻘﻨﻳ ﺖﺨﻄﻴﻃ ﻼﻘﻠﺑ ﺎﻤﻠﺴﻤﯨ
ﻼﺳﺎﺒﻗ)ﻒﻨﻳ ﻂﺑ ﻢﺒﺗﺪﺋ(","ﺐﻛﻻﻭﺮﻳﻮﺳ ﻊﻟﻮﻣ ﺺﺤﻳﺓ +
ﺕﺩﺮﻴﺑ ﻒﻳ ﻦﻔﺳ ﻼﺘﺨﺼﺻ",ﺲﻧﺓ,,
"ﺖﻘﻨﻳ ﺖﺻﻮﻳﺭ ﻼﻘﻠﺑ ﺎﻤﻠﺴﻤﯨ
ﻼﺳﺎﺒﻗ)ﻒﻨﻳ ﻂﺑ ﻢﺒﺗﺪﺋ(","ﺐﻛﻻﻭﺮﻳﻮﺳ ﻊﻟﻮﻣ ﺺﺤﻳﺓ +
ﺕﺩﺮﻴﺑ ﻒﻳ ﻦﻔﺳ ﻼﺘﺨﺼﺻ",ﺲﻧﺓ,,
"ﺖﻘﻨﻳ ﺍﻷﻮﻌﻳﺓ ﻻﺪﻣﻮﻳﺓ ﺎﻤﻠﺴﻤﯨ
ﻼﺳﺎﺒﻗ)ﻒﻨﻳ ﻂﺑ ﻢﺒﺗﺪﺋ(","ﺐﻛﻻﻭﺮﻳﻮﺳ ﻊﻟﻮﻣ ﺺﺤﻳﺓ +
ﺕﺩﺮﻴﺑ ﻒﻳ ﻦﻔﺳ ﻼﺘﺨﺼﺻ",ﺲﻧﺓ,,
"ﺖﻘﻨﻳ ﺖﻏﺬﻳﺓ ﺱﺮﻳﺮﻳﺓ ﺎﻤﻠﺴﻤﯨ
ﻼﺳﺎﺒﻗ)ﻒﻨﻳ ﻂﺑ ﻢﺒﺗﺪﺋ(","ﺐﻛﻻﻭﺮﻳﻮﺳ ﻒﻳ ﻢﺟﻻ
ﻼﺘﺨﺼﺻ",ﺲﻧﺓ,,
